ID,Target
ID_NuTGgBIZ," ne ne la, be nye la le eƒe eƒe me le eƒe me ɖe wo"
ID_NubUCfQT," ne ne la, be o la, ekem wole ɖe ene o eye be l"
ID_NwKPgJOr, ke hã nye be nye me hã wo wo wo wo 
ID_NxQvxUks," le eƒe la, nu sia gbe le eƒe gbe la gbe gbe gbe"
ID_NyNOAZpR," ne nye me la, be ame ame aɖeke ne nye me la, be"
ID_NyWfWvhD," le esi me la, be ame ƒe ha ƒe agbalẽ sia me l"
ID_NysjuQUz," esi wonɔ eƒe esi wonɔ esi wonɔ la yeƒe ene la,"
ID_NzZigWbG," le eƒe esi nye me la, nye be nye me be eƒe gbe m"
ID_OAcySdBP, ke hã nye 
ID_ODZWAqUY," eye ne nye be la, be hã nye hã nye be la amew"
ID_OEqldtnq, ke hã nye be nye me be woaɖe 
ID_OEtbChUA, ke hã nye me 
ID_OFcUptJt, enye be nye me le eƒe me le eƒe gbe me 
ID_OHHtCiOf," ne na la, be ame aɖe o la, ame aɖeke ne ame siw"
ID_OKGnUcwC, ele be ame siwo le na la le eƒe agbe me be la a
ID_OKbVrLum, ele be nye me be eƒe gbe la le eƒe agbe me 
ID_OKoLKgJE, ke menya be nye nye me le eƒe me be ame o gake 
ID_OMKxPsGn, na be la amewo wɔ dɔ le esi be la amewo be wo le
ID_OOOsHWoP," ne ame aɖeke mele o la, ame aɖeke mele la kpɔ o"
ID_OPVrUdCw, enye be nye nye le eƒe me eye be nye me hã wole
ID_OQYaIBWO," Esi la, eƒe eƒe agbe le eƒe gbe me la, eƒe gbe "
ID_OQnIjnmF, la be ame eve sia ƒe agbalẽ sia me le eƒe me o
ID_ORdQJqZm," esia ŋu la, ame siwo wole ƒe be ene la, be ame"
ID_OSHJRsEr," nye me le eƒe eƒe me ne nye me o la, be ame o "
ID_OSMurIms, be ame siwo va yi la le me hafi wole la ta wo ɖe
ID_OUZEWGCN, ame aɖe si le 
ID_OVIieEFE, ele be ame kple le eƒe eƒe gbe me be nye gbe l
ID_OVUiGbQD, nye me le eƒe nye me le eƒe me ne la ne nye la o 
ID_OYGsZNaS," la le esi menɔ eƒe me la, eƒe asi le esi la ne w"
ID_OacXRjUZ, nye be ame ame aɖeke ne nye me be wo ame o gake
ID_Obkxjrxe, nye le nye me eye wole abe ene la ne la wɔ dɔ le
ID_OblgSWHF, esia nye ƒe be me wole la ne wo susu 
ID_ObnJKOmC, enye eye ame eve siwo nɔ nye esia me wole 
ID_OcRSkcFK, ke hã nye be o esia mele la 
ID_OcubiCJo, la nɔ esi mele esi menɔ la o esi mele la o 
ID_OdANAZcd, nye me o eye be ame o gake hã eƒe hã nye me 
ID_OdSbJwdh, ebe nu eve siwo va yi nye la me ne nye la le eƒe
ID_OgmXhvax," le esi la, wonɔ eƒe le esi la wole abe ene la le"
ID_OhSAyTMF, ele be ame ene tɔ si le la le eƒe gbe me hafi 
ID_OjcRufRB, eƒe woƒe eƒe gbe kple eƒe gbe la ɖe eƒe dzi na
ID_OjsULOYC," le eƒe gbe me la, ame eve ƒe nya sia me "
ID_OlxoZtve," eye le be me la, ame siwo katã le eƒe eƒe gbe l"
ID_OmSAFlFM, ne na be le la ame ƒe gbe la le eƒe eƒe gbe me ne
ID_OmZjjcII, nye me le eƒe nu 
ID_OnCGwgzR, enye eye nye nye me eye be wo o gake be la ame
ID_OpSpdkAH, eye ne la hã va yi la ɖe eƒe gbe me ne nye be
ID_OrbQRnPj, nye le eƒe eƒe me eye be eƒe me be ame o 
ID_OugzbOZk," nye me la, esia nye be nye me be woaɖe eƒe eƒe"
ID_OxgqPjwt, esia nye me be ame aɖe si me o 
ID_OxtCnoLB," ne le esi nye be le la, eƒe be nye me be ame ƒe"
ID_OxvfmNja, ebe esi wogblɔ na be la wo 
ID_OzJhAOoi, nye kple nye kple o eye nye be nye me hã eƒe 
ID_OzspquEV, menye be ame ame aɖeke mele abe ame aɖeke o ke
ID_PAWXFbyk, nye nye me 
ID_PAuYJkdn, nye be nye le eƒe me le eƒe me ne nye be ame aɖe 
ID_PAxcGZhT, la va yi eye esi wonɔ esi wonɔ esi wonɔ esi wonɔ
ID_PBjQytPO, nye me eye be be ame aɖeke mele o gake la wole
ID_PBuWXaCe, la wɔ dɔ le esi me wole be wo gbe me o 
ID_PDJvQtaH, nye kple nye me le eƒe me be eƒe gbe 
ID_PDusmLrb, ke hã nye be ame ha la 
ID_PEPGmzsr, ke me le la ne wo susu be la amewo ƒe nya 
ID_PFHCqopi, esia nye be nye kple ame ame aɖeke ne nye me o 
ID_PFVYCqXf, esi esi wonɔ la esi wonɔ esi wonɔ esi menɔ esi 
ID_PFeKpUKQ, nye ame aɖeke o 
ID_PGUvKlKl, eye nye be nye kple le eƒe me la ne nye me o 
ID_PIlOyOMc, ke hã mekpɔ be eƒe eƒe gbe me le eƒe me be wo
ID_PLPRCGtV, ke hã nye be la 
ID_PLraMuFL, ke hã nye me be ame si wole la mele agbe la be o
ID_PMolIbZJ, la ne ye va yi eƒe me hafi wo 
ID_POAdyfkx," nye esia me be nye me o la, ame o gake ame siwo "
ID_PPvrHcie," ebe ene la le eƒe eƒe gbe la, eƒe gbe megbe na be"
ID_PQyoUwFL, esia nye be ame si le me na wo le la o 
ID_PRZvqPHO, ke hã nye be nye me be nye me be ame ame aɖek
ID_PRtwLVFi, ke hã mekpɔ be nye gbe la 
ID_PSxLxZrh, nye me eye nye be nye le me nae o ke hã 
ID_PTfwBkQx, na be wo la amewo ƒe nya la le eƒe eƒe agbe me le
ID_PTsORBOu, eyae nye eye nye be eƒe eƒe eƒe gbe la le eƒe eƒe
ID_PVCyCUTJ," ne nye me la, ame aɖeke ne va yi eƒe me o eya hã "
ID_PVKUSqiF, be o ame ame siwo ne ƒe nya la wɔ dɔ le esi men
ID_PVbTvhRH," ke hã la, be ame aɖeke o elabe ame aɖeke mele "
ID_PVzJoMtI, nye be ame ame siwo ne va yi la eƒe me ne nye b
ID_PWpKJnXo, le ame siwo le ame siwo le la ame siwo va yi la a
ID_PXesZeyH, enye si le eƒe me dɔ le esi la 
ID_PXuJMbnR, ele be ame aɖe si ame aɖe me le la o 
ID_PZCfEgPB, ele be ame siwo le na wo kple wo 
ID_PaAMWiQb, ke hã nye be nye be nye kple le eƒe eƒe gbe m
ID_PaTSEGov, na be la ƒe yaʋala ƒe agbalẽ la ƒe agbalẽ si
ID_PaVAfDJt, ne ame aɖe be ame eve sia me o 
ID_PbtdElNL, ke hã nye be nye me be yewo mele me ne nye me be
ID_PddjNyvO, be na be ame sia ame aɖe si va yi la le esi men
ID_PdjnNaGz," esi ne la, be ene la ye ƒe agbalẽ la le eƒe eƒe agb"
ID_PgGevJMC," nye me la, ame eve ƒe nya sia me le me "
ID_PhQBhQJo, ele be me be ame ƒe ɖoɖo le na ame siwo le eƒe 
ID_PhdUCbqn, nye nye le eƒe me hafi 
ID_PhitfoNL, ke hã nye me be wo me o 
ID_PhkpUYZX, ele be nye be le eƒe me le me be nye gbe la wɔ d
ID_PigvCkxa, nye hã me eye be ame ame aɖeke mele le eme la o 
ID_PpOEyjbs, enye be nye le eƒe eƒe gbe la le eƒe gbe me be
ID_PqJaoebL, ele be nye me be ame ƒe susu le eƒe agbe me 
ID_PrJDkNYU," ke ne la, be ame aɖe si wole la va yi la le abe"
ID_PrnLfJQb, nye kple o eye be ame aɖeke mele o la mele eme o 
ID_PskjOkKN, nye me ɖe eƒe eƒe agbe le eƒe agbe me le esi l
ID_PsmYJdzy, ame siwo katã wɔ dɔ na wo o la eye be ame o gake
ID_PtPXByHi, ebe eƒe nya la le eƒe agbe me 
ID_PtdmSprR, ele be ame eve ƒe nya sia me le la le eƒe eƒe gb
ID_PtoDIueX," enye eƒe eƒe le eƒe gbe megbe la, eƒe gbe le eƒe"
ID_PuMFypii, eye ame aɖe me 
ID_PvpzoKEx, ame eve siwo va yi le la me ne nye me hã 
ID_PwKvaxmH, nye be ame aɖe me le eƒe agbe 
ID_QANPUMpl, nye me be ame eve si nɔ le me la ne nye be ame
ID_QAnTyVxC, eye ke hã nye be la mele me o 
ID_QCphELHP, esia tae nye ƒe agbalẽ sia la ƒe agbalẽ la le
ID_QDsbwcAs," ele be eƒe gbe megbe la, be le eƒe eƒe gbe la le"
ID_QGRqKDEg, nu 
ID_QGnwlflt, nye be nye le eƒe me la ne nye la amewo wɔ dɔ le
ID_QGvkVgha, ke ƒe nya sia me le me la 
ID_QKqxPaEi," nye nye le eƒe me la, eƒe eƒe be nye le eƒe gb"
ID_QLJuIzbs," na la, ame eve siwo nɔ na be la be woaɖe eƒe eƒ"
ID_QLVQvtxx, esi menɔ esi menɔ eƒe me nae nae ɖe 
ID_QNBQESXF, gake menye be ame aɖeke mele o la mele eme o 
ID_QOjZDbgw, nye be nye me be eƒe me be ame ame aɖeke o ne 
ID_QOoPInhJ, na ame siwo le me na wo le la o eye be ame ame a
ID_QOzIeZdC, la ame eve ko ko la 
ID_QPEeasHA, esi menɔ eƒe esi wonɔ la gblɔ nae be la le eƒe
ID_QPQeBMmQ, ele ɖe eƒe eƒe le eƒe gbe la me ne nye la amew
ID_QQREGGSU, be ame sia ame aɖe si va yi la le esi menɔ me 
ID_QQbUHVCR, le nye me be ame siwo katã le eƒe eƒe gbe me b
ID_QSfQWfhQ, le esi la esi wonɔ esi wonɔ esi wonɔ esi wonɔ esi 
ID_QVcxWAWd, ke hã nye be be o ame hã ame aɖeke o 
ID_QWRIxmDd, le suku la ame siwo va yi me le me la ne wo 
ID_QWgaqncA, nye be ame eve siwo va yi me la le esi wole me 
ID_QXtgvgwE, o elabe hã nye me hã nye me be o ame o eye be
ID_QYXYSuLu, ne ame siwo va yi la le eƒe be me be ame ame a
ID_QYaornlz, be sia la ame aɖe aɖe be yeƒe o la eye be ame e
ID_QYxyhFfl," ne ame siwo va yi la o la, ekem be ame ame siw"
ID_QZHqItZC, la ame ƒe nya eve le eƒe eƒe agbe me le wo me o 
ID_QaXgdeQX, nye be nye le eƒe me be nye gbe la le eƒe eƒe gb
ID_QacrxZes, esi wonɔ eƒe esi wonɔ esi menɔ me nae kpɔ o la wo 
ID_QbPXtSqv, ke hã be ame siwo katã ƒe be la ame ame aɖek
ID_QbdgmawQ, nye be ame aɖeke o 
ID_QdUEpeTg, enye be nye le eƒe eƒe gbe la le eƒe gbe la gbe
ID_QdYafbgQ, nye be me be ame aɖe si wole la mele be la amewo m
ID_QecsiPZk, nye kple o hã 
ID_QfTHUcwV," ne nye la, be nye le eƒe me be nye me be ame ame a"
ID_QhJIBYGk, enye be ame ƒe woƒe le eƒe gbe 
ID_QhczIftU, nye me le eƒe me ne nye me be ame o la ame aɖe
ID_QirOOWdL, enye be nye kple le eƒe nye me be nye kple le eƒe
ID_QkuktuWR, na be ame eve siwo le nye la le esi wole la meny
ID_QnxkBKeF, nye be nye le eƒe me eye be nye eƒe me le eƒe m
ID_QqNbEoqK," ele eƒe eƒe gbe la, eƒe gbe gbe gbe gbe gbe ɖe"
ID_QqsmJMQq, 
ID_QrKxQBuU, ke hã nye be nye me be nye me o dɔ 
ID_QrLCbqgR, esia nye be nye le eƒe me be nye kple le eƒe eƒe
ID_QrSFIxNd, enye eƒe eƒe agbe le eƒe eƒe gbe me le eƒe gbe me 
ID_QsbkLgeX, na be ame siwo katã va yi me la le esi menɔ m
ID_QscizsLC, ebe esi mekpɔ le esi la wole la be ha la le eƒ
ID_QsxhWjkU, ebe be nye le eƒe gbe megbe la le eƒe gbe me ne
ID_QuIgmqDg, nye nye me 
ID_QuTsJtEe," nye nye me le eƒe me la, esia nye me "
ID_QuVVpMDl, na be ame siwo le eƒe agbe me le dɔ wɔm o la wole 
ID_QvwANDlB," esi le esi wonɔ eƒe me la, be nye la mele esi "
ID_QwWCfQVI, le eƒe gbe megbe la ɖe eƒe gbe la gbe gbe gbe gbe 
ID_QwoDoToa, la 
ID_QzRETsWm, nye kple eƒe le eƒe me le me 
ID_RBKEndHm, ame siwo katã ƒe be le eƒe eƒe gbe la gbe gbe ko 
ID_RDNkKZMK, ke hã medi be la be ame aɖe be ame sia gbe gbe
ID_RDwqTAtC," le na la me la, be ame ene o "
ID_RErZGXbK," le esi menɔ me la, be ame ame siwo ne ƒe o la "
ID_RFRuyJCP, ame siwo katã le eme la le esi wole la amewo be a
ID_RGANcWwx, ke hã medi be la be ame ame aɖeke ne va yi em
ID_RKJdYJfn," la le eƒe eƒe eƒe gbe la, eƒe be nye eƒe be eƒe"
ID_RLTzbCcA, nye nye me eye nye be nye me be eƒe gbe la le eƒe 
ID_RLyjKhup, ke hã nye be o 
ID_RLysyeCO, enye nye kple nye le eƒe me eye be nye eƒe gbe m
ID_RNSTfVsq, nye me eye be ame aɖeke o hã 
ID_RQRvLFIg, ebe nye ene eye be nye be eƒe me be eƒe me be a
ID_RRbXQajW," le la, nye be nye me be eƒe eƒe me le eƒe me "
ID_RSHXNIay, la ne ame ƒe o 
ID_RWGGGEid, eye wole eƒe le eƒe me be eƒe gbe me ne nye me
ID_RXYeeiLq, le eƒe eƒe agbe me le dɔ wɔm 
ID_RXuALodB," le eƒe eƒe gbe me la, ame eve siwo le na wo be"
ID_RYWZpLsm, la le esi ame eve ƒe nya sia la le la le esi men
ID_RYYtCcEk, nye nye nye me eye nye be be eƒe me o gake la 
ID_RYanxnpz, nye me be ame ame aɖeke ne nye me le eƒe eƒe agb
ID_RZOtUTwZ," ne nye la, be la amewo ƒe be nye me na o "
ID_RZptPpOy, ele be ame siwo wole la wɔ dɔ le esi la mele b
ID_RbAdeNSY, nye kple nye 
ID_RbkQHXrk, enye be nye le eƒe me be nye kple eƒe le eƒe gb
ID_RcQYHUTi, esia nye be ame aɖe si woyi la le me na o la n
ID_RdJNXvGA, gake menye o 
ID_RdmFeIxx, nye kple ame eve sia me le wo me 
ID_RdqKyVQF, le esi nye me wonɔ eƒe me be nye me be ame o be
ID_RdyJGZuA, la wɔ dɔ le esi eƒe me wole abe ene o 
ID_RespkkFJ," ke hã la, ebe be nye be eƒe gbe la le eƒe eƒe"
ID_RexCJdVd, esia nye be nye le eƒe me be eƒe gbe la le eƒe
ID_RfgKFdYi, nye be ame eve ko 
ID_RfpJYmPL, enye nye eye be nye le eƒe me le me be ame siw
ID_RipTxRik, ne ne si le la wole la wole be la be amewo ƒe ny
ID_RjGTsuIE, le esi me be ame aɖe si va yi me la ne nye me b
ID_RjvDiyLL, nye me le eƒe me 
ID_RklBmfPt, nye kple le nye me be nye gbe la le eƒe eƒe gb
ID_RmXZHZJp," esia nye be le eƒe gbe la, eƒe gbe la le eƒe gb"
ID_RmnEJALU, be nye me be nye le me la ame aɖeke mele eme b
ID_RnrMFUsm, gake gake menye menye o eye be la o eye be wo o 
ID_RoarlGbc, enye be ame eve ƒe nya eve le eƒe agbe 
ID_RpBSPddd, nye me be ame aɖe si le la wole la amewo nye b
ID_RtocscGv," ke hã nye be me o la, be yewo menye o ame o "
ID_RvNNwOhS," le suku la, ame siwo nɔ le me nam la "
ID_RvwMvLQs, gake nye nye me le eƒe me nae gake be ame aɖeke 
ID_RwOMHHEU, ebe ƒe nya eve le la me le eƒe me be wo gbe me n
ID_RxaxSAja, la le esi menye me wole me be wo me be wo be a
ID_RyQsoKka, ele be be nye me be ame aɖe ƒe gbe sia gbe me ne
ID_RyjbpYYt, ne nye be nye me be ame aɖe si wole la wɔ dɔ le
ID_RyxJrMLs," ne ne la, be la, ame aɖe ene la, be ame aɖeke k"
ID_RzYJrTJI, nu ka ne nye le nye ene 
ID_SAVbLQJT, nye me le eƒe me le eƒe me be nye gbe la 
ID_SAnHUtvU, 
ID_SApkYZfk, nye me o gake ame aɖeke mele le abe ene o 
ID_SBKkXHoN, ele be eƒe eƒe gbe la le eƒe gbe me nam ne 
ID_SBNQeEeo," le suku sia me la, ame ƒe eve siwo le nye me be"
ID_SBPaMGmp, esi menɔ la esi menɔ esi menɔ la le abe ene la o
ID_SBqFEVER, ke me ne nye me be wo gbe la ne nye be ame o be
ID_SEAclgEN, ele ɖe nu sia me ɖe ɖe o elabe la 
ID_SEDSlWUj, 
ID_SFisMwAk, ele be nye be nye le eƒe me be nye kple ame ame a
ID_SGLSQKYs, nye me mele abe ene 
ID_SGTSkcpv, la le nye me be ame eve ƒe agbalẽ sia me le la o
ID_SGdyoZHU," ne na la, be ame siwo katã va ɖe edzi la, be ame"
ID_SIdPOWUG, ke hã nye la 
ID_SLprnjXM, be ame sia ame siwo akpɔ ƒe agbalẽ sia me le l
ID_SLvZspku, la esi menɔ esi menɔ esi menɔ me nae ɖe la eƒe m
ID_SMBycxGK, eye nye me le wo nu si le eƒe me ne ame aɖeke 
ID_SMMyLAKa, ke esia menye nu o elabe ame aɖeke mele abe alesi
ID_SMbGfyMA, menye o elabe be ame ame eve siwo le nye me ɖe w
ID_SPXVUmBR, 
ID_SQpeSBPo, esia nye le nye me be nye me le eƒe me be ame 
ID_SRoYIhzr, la ƒe nya eve le eƒe nye me le eƒe me hafi amew
ID_SRtdIzPg, la mele abe ene o 
ID_STkYorSI, le esi la ne be la ame ame aɖeke ne va yi eƒe 
ID_SWiUOhFQ, 
ID_SYDJpGRN," ke hã be ame siwo nɔ o la, ame aɖeke o boŋ "
ID_SYoyJzPC, nye me ame eve o 
ID_SYvGRAJA, nye be nye me le esi nye me be nye kple o gake
ID_SZNykMGO, esi wonɔ eƒe esi wonɔ esi wonɔ esi wonɔ esi wol
ID_SZsXtxWN, esi wonɔ esi wonɔ esi wonɔ esi wonɔ esi wonɔ esi 
ID_SaFYZWnG, nye me le eƒe me ne nye me be ame o la ame aɖe
ID_SaGViCGO, la le eme abe ame ene o 
ID_SbVfqwqq," le esia me la, ame siwo nɔ le me la ne "
ID_SbXEorPj, la wɔ dɔ le esi me 
ID_ScxcFbUI, eye nye me mele o eye be o 
ID_SdeHuzcI, na be be ame siwo le eƒe eƒe gbe la le eƒe agb
ID_SdmGZdKZ, ke hã nye be la ame aɖe si wole la mele mɔ si
ID_SedtDCpa, nye nu 
ID_SfkwEBUo, eye nye kple o la wonɔ ɖe edzi nae 
ID_Sfosnexu, la ne ame aɖe aɖe be ye ƒe me le la le abe ene o
ID_SgTgfBOh, ne ame siwo nɔ menye o la o 
ID_ShLpKsxe, nye be ame si wole la wɔ dɔ le me be la ne wo 
ID_SiuYGeJj, la le esi menɔ eƒe esi me wole la va edzi nae la 
ID_SjbyzLEn, nye nye me le nye me eye nye be nye me be ame 
ID_SjrqEbgB, nye nu 
ID_SjsSjPrE, esia nye be ame aɖe si le la wole la wole be la a
ID_SkVUlsRw, nye kple eƒe nye me le eƒe me nae o 
ID_SkcgefCS, ebe esia ƒe nya sia la le esia me o 
ID_SkzfxEVK," nye nye me le esi nye me la, be wo eƒe agbe le"
ID_SlFmKWLX, le na la me hã wo be ha ƒe agbalẽ sia me le 
ID_SlKZHwjU, nye be ame aɖeke o 
ID_SmXvGKox," nye nye me le eƒe me la, be eƒe eƒe gbe megbe na"
ID_SoCbaYMP, esia nye me be ame o ame siwo va yi me o 
ID_SpgJCdjk, gake nye be nye me be ame aɖeke mele o la mele b
ID_SqwzGOeI, be ame eve siwo va yi la le me hafi amewo ƒe ny
ID_SrgISCOB, 
ID_SsEkpxOe, la mele o abe ene 
ID_SsiALaNK," le le ƒè sia me la, evelia le la, eƒe eƒe gbe la"
ID_StCYCfVk," ne na la, be ame siwo wole la nɔ la ne nye la a"
ID_StlEtagy, ele dɔ le eƒe me be ame ame aɖeke ne ame aɖeke 
ID_SvFoXQab," nye nye me be nye kple ame ame aɖeke ne nye o la,"
ID_SxbEmbGl, ke me ne wo o eye be o 
ID_SypjKbFf," ebe nye be nye le eƒe eƒe gbe la gbe la, eƒe be"
ID_SzBBSixT, nye me o elabe ame me be ame eve o gake me to le
ID_SzDBIPnC," na be le la, eƒe eƒe gbe la gbe gbe gbe gbe gbe"
ID_SzYbEtal," le le esi me la wonɔ eƒe gbe la la, eƒe gbe sia"
ID_SzySjlHY, la wɔ dɔ le esi me wole la be eƒe gbe me be wo
ID_TAAfZJyV, be ame si ne la wɔ dɔ le esi la mele me o la 
ID_TBHOybDq, ne nye le nye me be nye me be ame ame aɖeke me
ID_TBxKIfVG, esi esi wonɔ la esi wonɔ esi wonɔ esi menɔ eƒe me
ID_TClQFXyQ," esi le la, esia nye nye le eƒe me be nye gbe la,"
ID_TCqJyXGs, ke hã nye me 
ID_TEqRmTtU, nye me o ame 
ID_TFKTFRfC, le la me be ame o gake ame siwo le la ame aɖeke k
ID_TGVeLEMJ, nu 
ID_TGWmSmri, na ame siwo va yi edzi la le 
ID_TGtJAXRS, nye kple o eye be ame aɖeke mele o gake eƒe agb
ID_TJGcCYVk, be ne ame si ame aɖe si va yi la la kpɔ o eye b
ID_TJQNFFym, ame sia ɖe ame sia ɖe ɖe eƒe gbe la gbe si va y
ID_TKJIwUOV, na ame siwo le wo la amewo ƒe be nye le eƒe gb
ID_TLpkhWln, esi menɔ eƒe be nye me be la ne nye kple o dɔ o 
ID_TMHXPDNU," ele abe ene la, be eƒe eƒe gbe me be le eƒe eƒe"
ID_TMSEusLy," na be la, be eƒe eƒe gbe la le eƒe eƒe gbe me be"
ID_TNlMlmRn," ebe be le eƒe eƒe gbe la, eƒe gbe la, eƒe be eƒe"
ID_TNmISMBs," le eƒe eƒe agbe me le abe ene la, ame ŋu ne nye "
ID_TPODedXs, 
ID_TRDXghpO, la le esi wole me be me be ame ha la o eye be ame
ID_TStswpyU, 
ID_TTNVSoqa, eyae le nu sia me ame aɖe aɖe ame si kae le le
ID_TTWPzLWH," le esi me la, be ene be ame ƒe ha la le eƒe me le"
ID_TUUyXkbO, nu sia ame si le eƒe gbe la le esi nye me wole
ID_TUYMdNhc, nye le eƒe me le eƒe me 
ID_TVmggFeS, ele be me wole dɔ wɔm le 
ID_TVnWDYCR," esia nye le esi nye be le la, eƒe eƒe be la le"
ID_TVwaIbKm, ame siwo ƒe nya la le eƒe eƒe gbe la gbe me ne la a
ID_TXrVQvlX, ele ɖe eƒe eƒe be nye le eƒe eƒe gbe la le eƒe
ID_TcPLthcN, esi menye o elabe la mele abe ene o eye be ame o 
ID_TdhHZNOn, be o 
ID_TefjdcYN, ke hã miate ŋu anye ame siwo le na wo ame aɖeke 
ID_TgSgmUHT, la ame aɖeke mele abe alesi ene o la hã 
ID_TgXSkrMX, ele be ame le eƒe gbe me le eƒe gbe 
ID_TgYlIheD, le eƒe eƒe gbe la le eƒe gbe la gbe me be eƒe gb
ID_TiGIKWEj," esia me ne o la, ame aɖeke ne o la, ekem ame ame a"
ID_TiNHtOhu, la ne nye me be ame o esia ƒe ha me le la le eƒe 
ID_TieOXJQd, ele be nye be eƒe me le eƒe me be ame ame aɖeke 
ID_TlJGkmTF, menye o eye wo esia mele o 
ID_TnaSVrPt, le suku dom na mi kple le eƒe eƒe gbe me 
ID_TniANifr, na ame aɖe si le la ne la amewo wɔ dɔ o 
ID_TobOyyfU, ebe esi wonɔ eƒe esi wonɔ esi wonɔ esi wonɔ nae
ID_TogUNSfo, ele be nye me be nye le eƒe me be eƒe gbe la le
ID_ToteiPGn, ke me hã wo ŋu la wo 
ID_TpbehWCg," ke hã la, be ame siwo wole la mele mɔ sia me b"
ID_TpmzhNUF, la nye be ame ame aɖeke mele eme le eme be 
ID_TqYvljAm, esia nye be nye le eƒe me be eƒe gbe me 
ID_TqfXdslX, esi menɔ esi wonɔ esi wonɔ esi wole la gblɔ nae
ID_TqsXwVPf, nye nye me le abe ene o 
ID_TrQhTIUy," ke hã nye me la, esia va yi "
ID_TriAkgMm, la eye wole eƒe be nye be eƒe gbe la le eƒe gb
ID_TsapaOPR, ele dɔ wɔm le abe ame ene 
ID_TsrvjLJo, enye eye be eƒe le eƒe me la ne nye me hã va yi 
ID_TtXqiXij, esia nye 
ID_TwlMGPNc, ame siwo le la wɔ dɔ wɔm 
ID_TxGqIwVh, edze be nu si le eƒe esi me wole la wole abe e
ID_TxUjREqy, ke la wonɔ eƒe eƒe me be nye be nye o gake 
ID_TxisZkDr, ke 
ID_TzWYRUSO," esia me la, ekem ame ƒe ha "
ID_UAeiweqG," le esi me la, ame siwo wole ƒe be nye me be la ne"
ID_UBAruXkI, nye be nye me le eƒe me la ne 
ID_UBqGMJUe," na sia la, ame ame siwo ne ƒe la le eƒe eƒe eƒe "
ID_UCBrTxGP," ne la, be ame siwo le la wole la kpɔ le la esia"
ID_UCGHjSWP, la ame aɖeke o 
ID_UDCVOnCH, eye ame aɖe si va yi la le eƒe eƒe gbe me 
ID_UEVmSPEY, nye kple nye le esi nye me be nye me be eƒe me o 
ID_UEoPYnej, ke hã nye nye me o 
ID_UHedaroF, esia nye nye le nu sia 
ID_UIUIeOCh," gake gake le eƒe eƒe gbe la, eƒe eƒe gbe megbe n"
ID_UIwQRdVp, nye me le eƒe me 
ID_UJyApwZZ," nye be nye me le abe ene la, ame aɖeke mele agbe"
ID_UKHogXwY, la le esi mekpɔ me o 
ID_UKSNTNTQ, ke hã nye be nye kple le eƒe eƒe gbe me dɔ o 
ID_UKYvAspr, nye be nye me le esi menye o gake ame ame aɖeke 
ID_UKbZubwD, ke hã nye be me wole me o 
ID_UKvOcBKW, le na ame siwo le la wole la wole be la amewo be a
ID_UMSuRtHn, ne na be ame siwo katã va eme la mele o la mele
ID_UMsYpUYS," esi menɔ esi menɔ la ene o la, ekem be la o gak"
ID_UMuGUIzJ, la nɔ eƒe esi me nae 
ID_UNoxtdqg, ne nye na be ame si le la wole la wole ta la 
ID_UTXsQrhA," ne ne la, be ame aɖe si wole la mele abe ene o "
ID_UTpltCXJ, ele be ame siwo le eƒe eƒe gbe la le eƒe eƒe gb
ID_UVIggUWZ, 
ID_UVmhxYif, ne nye me hã va yi la eƒe be wo be ame o gake
ID_UZVIPSLr," ke ne la, ame aɖe la, ame ene be ame siwo ne l"
ID_UaRJXViD, ne ame siwo ƒe nya la va yi la o 
ID_UafwgizG, ame sia hã be ame siwo katã le eƒe le eƒe eƒe
ID_UawBrQZg," nye kple o la, ekem "
ID_UbwaPanD, la ƒe nya eve le eƒe agbalẽ la le eƒe me le es
ID_UcaGHihZ, ke mele abe ene o gake nye be la amewo wɔ dɔ l
ID_UcsxYisz," esia le esia me wole la le esi menɔ me la, wo "
ID_UdPnpOsg," le na la o la, be ame ƒe o gake ŋu ha la le eƒe "
ID_UdjfLkXD," ke me la, ebe eƒe le esi nye me "
ID_UesfMUEL," ne nye la, be ame si wole la mele me be wo be a"
ID_UfhJdvtE, ame sia ame si le eƒe le eƒe gbe la dzi be ame a
ID_UfiDLOUn, be be ame ame siwo va yi la eƒe me ne nye be l
ID_UfjvMFZM, le eƒe gbe sia gbe gbe gbe gbe gbe gbe be eye am
ID_UgFvQxjY," na be na la ƒe o la, ekem hã eƒe be me ne la a"
ID_UikGOdST, la ne mele o eye be ame o 
ID_UjXUuFxX," ke hã medi be la, be ame be ame siwo ne nye la "
ID_UmLNCvle, ne ame siwo va yi la me ne wo o hã 
ID_UnqLVUAc, nye kple nye nye me o eye 
ID_UnvNITcs, nye le esi nye me be eƒe me be eƒe eƒe me be a
ID_UnxTPkxF," le eƒe la, nye me be ame aɖe si wole la nye be l"
ID_UoIActBS, nye me o elabe be la ame ame aɖeke o 
ID_UoLzDfba, enye eye be nye eƒe me le eƒe eƒe gbe me ɖe wo
ID_UonAfIDn, ele be ame eve ko 
ID_UonxTQQn," ne ame siwo katã va ɖe edzi la, be be la ame ame a"
ID_UpQzRmKK, menye o elabe menya be o elabe ame aɖeke mele 
ID_UprvIofd," le nye me la, be nye le eƒe me be nye me hã le"
ID_UrGdrviO, ke esi menɔ la wɔ dɔ le esi wole be la ne nye be 
ID_UrMmvpmL, gake ne nye le la nye me be la amewo wɔ dɔ le w
